seq,status,latency_us,payload_bytes,leader_index,leader_retries,conflict_hints,quorum_source
1,ok,823,38,1,0,0,ebpf
2,ok,558,38,2,0,0,ebpf
3,ok,410,38,3,0,0,ebpf
4,ok,451,38,4,0,0,ebpf
5,ok,304,38,5,0,0,ebpf
6,ok,329,38,6,0,0,ebpf
7,ok,399,38,7,0,0,ebpf
8,ok,272,38,8,0,0,ebpf
9,ok,321,38,9,0,0,ebpf
10,ok,321,39,10,0,0,ebpf
11,ok,251,39,11,0,0,ebpf
12,ok,224,39,12,0,0,ebpf
13,ok,220,39,13,0,0,ebpf
14,ok,208,39,14,0,0,ebpf
15,ok,198,39,15,0,0,ebpf
16,ok,215,39,16,0,0,ebpf
17,ok,209,39,17,0,0,ebpf
18,ok,202,39,18,0,0,ebpf
19,ok,224,39,19,0,0,ebpf
20,ok,230,39,20,0,0,ebpf
21,ok,225,39,21,0,0,ebpf
22,ok,196,39,22,0,0,ebpf
23,ok,274,39,23,0,0,ebpf
24,ok,226,39,24,0,0,ebpf
25,ok,227,39,25,0,0,ebpf
26,ok,198,39,26,0,0,ebpf
27,ok,218,39,27,0,0,ebpf
28,ok,221,39,28,0,0,ebpf
29,ok,203,39,29,0,0,ebpf
30,ok,298,39,30,0,0,ebpf
31,ok,266,39,31,0,0,ebpf
32,ok,228,39,32,0,0,ebpf
33,ok,273,39,33,0,0,ebpf
34,ok,252,39,34,0,0,ebpf
35,ok,248,39,35,0,0,ebpf
36,ok,242,39,36,0,0,ebpf
37,ok,251,39,37,0,0,ebpf
38,ok,227,39,38,0,0,ebpf
39,ok,225,39,39,0,0,ebpf
40,ok,219,39,40,0,0,ebpf
41,ok,243,39,41,0,0,ebpf
42,ok,236,39,42,0,0,ebpf
43,ok,264,39,43,0,0,ebpf
44,ok,291,39,44,0,0,ebpf
45,ok,204,39,45,0,0,ebpf
46,ok,240,39,46,0,0,ebpf
47,ok,190,39,47,0,0,ebpf
48,ok,182,39,48,0,0,ebpf
49,ok,252,39,49,0,0,ebpf
50,ok,181,39,50,0,0,ebpf
51,ok,177,39,51,0,0,ebpf
52,ok,191,39,52,0,0,ebpf
53,ok,285,39,53,0,0,ebpf
54,ok,212,39,54,0,0,ebpf
55,ok,289,39,55,0,0,ebpf
56,ok,273,39,56,0,0,ebpf
57,ok,295,39,57,0,0,ebpf
58,ok,261,39,58,0,0,ebpf
59,ok,267,39,59,0,0,ebpf
60,ok,245,39,60,0,0,ebpf
61,ok,254,39,61,0,0,ebpf
62,ok,348,39,62,0,0,ebpf
63,ok,242,39,63,0,0,ebpf
64,ok,239,39,64,0,0,ebpf
65,ok,282,39,65,0,0,ebpf
66,ok,314,39,66,0,0,ebpf
67,ok,214,39,67,0,0,ebpf
68,ok,314,39,68,0,0,ebpf
69,ok,254,39,69,0,0,ebpf
70,ok,235,39,70,0,0,ebpf
71,ok,216,39,71,0,0,ebpf
72,ok,261,39,72,0,0,ebpf
73,ok,236,39,73,0,0,ebpf
74,ok,212,39,74,0,0,ebpf
75,ok,241,39,75,0,0,ebpf
76,ok,231,39,76,0,0,ebpf
77,ok,227,39,77,0,0,ebpf
78,ok,228,39,78,0,0,ebpf
79,ok,229,39,79,0,0,ebpf
80,ok,240,39,80,0,0,ebpf
81,ok,213,39,81,0,0,ebpf
82,ok,212,39,82,0,0,ebpf
83,ok,233,39,83,0,0,ebpf
84,ok,227,39,84,0,0,ebpf
85,ok,224,39,85,0,0,ebpf
86,ok,227,39,86,0,0,ebpf
87,ok,211,39,87,0,0,ebpf
88,ok,208,39,88,0,0,ebpf
89,ok,246,39,89,0,0,ebpf
90,ok,285,39,90,0,0,ebpf
91,ok,262,39,91,0,0,ebpf
92,ok,322,39,92,0,0,ebpf
93,ok,368,39,93,0,0,ebpf
94,ok,229,39,94,0,0,ebpf
95,ok,285,39,95,0,0,ebpf
96,ok,317,39,96,0,0,ebpf
97,ok,367,39,97,0,0,ebpf
98,ok,252,39,98,0,0,ebpf
99,ok,216,39,99,0,0,ebpf
100,ok,235,40,100,0,0,ebpf
101,ok,211,40,101,0,0,ebpf
102,ok,235,40,102,0,0,ebpf
103,ok,216,40,103,0,0,ebpf
104,ok,236,40,104,0,0,ebpf
105,ok,217,40,105,0,0,ebpf
106,ok,297,40,106,0,0,ebpf
107,ok,234,40,107,0,0,ebpf
108,ok,236,40,108,0,0,ebpf
109,ok,218,40,109,0,0,ebpf
110,ok,217,40,110,0,0,ebpf
111,ok,216,40,111,0,0,ebpf
112,ok,216,40,112,0,0,ebpf
